id,prospect_id,product_id,channel,content_type,subject,sent_at,was_opened,was_clicked,was_replied,reply_sentiment,was_converted,day_of_week,time_of_day,created_at
17fd0de6-8eb1-44a1-9815-f47eecd21b9a,65556b71-1cfa-4daa-90a7-1f5bc5f6924f,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,linkedin,follow_up,Scientist matter message trip avoid street police there,2026-02-18T10:20:01,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:01
767c7652-733f-4854-8da0-6926e78e9be9,a0184a7e-c73e-493e-8976-6907da904742,340afe23-4121-4d18-87ab-a3395623d8ed,email,follow_up,Pick end us information occur,2026-02-18T10:21:24,True,True,False,,False,Wednesday,morning,2026-02-18T10:21:24
17f5d462-9cd0-4a68-82bb-877eb56c6e2f,5b68f6a5-a642-462e-835f-2b09db6c5e55,,email,follow_up,Six rather just serious term discuss state drug,2026-02-18T10:26:47,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:47
ba4df49c-dd4b-4e37-a7f0-2267c65eb077,40dbb205-dcc4-4c13-bab8-75a3a00e10b7,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,follow_up,Concern race five ahead director seek where age,2026-02-18T10:19:06,True,False,False,,False,Wednesday,morning,2026-02-18T10:19:06
c44aec3a-01f9-4c36-9a29-993f606adeb0,de8eef09-8919-4928-bd1e-532bf71c9e38,d6544fc2-8b14-452c-814d-30e233d3a2ca,email,follow_up,Race yes law record I visit door,2026-02-18T10:29:48,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:48
bb56daef-d9a4-4c32-9266-a592b9ec5f0f,e6d8bbc8-ba3f-4409-b5cc-c995eee5b340,322a4b10-8855-4a18-a5fc-7e16ba182b82,call,follow_up,,2026-02-18T10:29:00,True,False,True,positive,False,Wednesday,morning,2026-02-18T10:29:00
0082bc4f-5986-4e0c-82e2-4a444ac093c9,4c212b2a-ad3e-40c1-80ae-4e37113693ff,006795e2-4b6e-4023-af2d-2ac26a25a70d,email,outreach,Team administration share heavy century,2026-02-18T10:32:52,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:52
c287f51f-1aa0-447c-8d85-eed8f1487723,7b4ea7b5-d8c0-4546-ba36-54d3de0a4186,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,demo_invite,Difference glass purpose beat hotel,2026-02-18T10:21:01,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:01
fe7417be-6b46-4594-85bb-017035274bdb,dbd4088c-efa2-429f-bdb0-299e1ec1af1a,,email,demo_invite,Since much language bit,2026-02-18T10:27:40,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:40
d4618b3d-87f1-4409-aa32-d50485b9218a,087651fe-277c-457e-af97-ef8f6639ed84,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,linkedin,follow_up,Notice run mission show company word catch,2026-02-18T10:24:13,True,True,False,,False,Wednesday,morning,2026-02-18T10:24:13
e43df169-7232-46aa-9d40-bdb6e950d46d,af1a7c8c-ba96-4618-b91e-a69da47b38bd,5d378e94-0370-428e-8c72-74b9d3c47fbc,linkedin,nurture,Sense western newspaper move radio dog perhaps my,2026-02-18T10:28:45,True,False,False,,False,Wednesday,morning,2026-02-18T10:28:45
dbb99450-ce73-4858-9840-90053427e890,a2240e77-f7b2-4354-9dcf-134bdea35d26,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,email,nurture,Camera truth surface sometimes week,2026-02-18T10:15:44,False,False,False,,False,Wednesday,morning,2026-02-18T10:15:44
7fa80495-b59d-4533-a77a-85139dc89346,2534cef9-bc79-4d76-b9b4-850015e700e2,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,email,follow_up,Item rest respond economy why possible fear paper suffer,2026-02-18T10:23:01,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:01
38fcde2a-83d7-4620-bed3-4ea5b0bd698b,a99aa110-011b-44ce-aa3a-5357ad801782,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,nurture,Picture positive exist later nation leader special tree receive,2026-02-18T10:32:39,True,False,False,,False,Wednesday,morning,2026-02-18T10:32:39
402d605b-a1a1-4bc3-8c35-c5361659b329,d453fd2c-e188-49cb-9a8c-06d365e6b0f4,3c122829-6145-48fb-8535-1ec0d2bd69bf,linkedin,follow_up,Ground condition time I,2026-02-18T10:30:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:14
40c9c0b9-417b-4d29-9d53-f1c613eb2223,1f5470ab-f2a6-4bc1-b6dd-ffa62b9f4a2d,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,linkedin,outreach,Cultural shoulder prevent ago past ever sister white,2026-02-18T10:28:30,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:30
0f0b07ca-d2bf-47be-b2ac-7b7fb4350c50,5b68f6a5-a642-462e-835f-2b09db6c5e55,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,email,outreach,Professional left particular manage my tax off job market,2026-02-18T10:17:21,False,False,False,,False,Wednesday,morning,2026-02-18T10:17:21
0123e963-7f7a-4e57-92d1-f7c8941a1cce,e5dff6d3-ea8a-4a63-8a38-e940058d7636,006795e2-4b6e-4023-af2d-2ac26a25a70d,email,outreach,Floor officer management seek so,2026-02-18T10:20:26,False,False,False,,False,Wednesday,morning,2026-02-18T10:20:26
7da5c076-3496-4231-828a-8b45b8fb7452,370c725c-690b-4379-bf03-6b620b168fba,22d9f58f-f817-4d18-8adb-7874946b77b2,linkedin,outreach,A poor radio society happy receive third professional,2026-02-18T10:26:02,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:02
c4d7a261-3ebd-42f8-8168-7618139d0812,bdea93d6-94e4-4bc5-a246-1be157fc3ac7,,call,outreach,,2026-02-18T10:27:29,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:29
77ae4848-df30-40db-a82c-04ed5649a55a,5d6fe89e-ac9a-4c08-b18e-ee60ad1f3058,5d378e94-0370-428e-8c72-74b9d3c47fbc,email,outreach,Road forward lead although pull collection tonight,2026-02-18T10:28:30,True,False,False,,False,Wednesday,morning,2026-02-18T10:28:30
6c3d46dd-cb4a-405c-8d6f-f2db4872df52,e2dbe141-aa25-4c27-94f4-437e415ca7ee,,email,follow_up,System environmental consumer model leave hour cell,2026-02-18T10:21:11,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:11
f598a7da-a956-4274-b0e6-c2bc8ffd66c6,b4654d21-5306-47ce-856c-a8f92c7be9f9,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,email,demo_invite,Point plant card mouth office,2026-02-18T10:25:13,False,False,False,,False,Wednesday,morning,2026-02-18T10:25:13
61c61283-65f9-40e2-ae36-4fe6fbd97ae9,0687088c-54af-4719-a4c0-f86f37e553bc,d6544fc2-8b14-452c-814d-30e233d3a2ca,email,nurture,Store develop wait national top occur billion,2026-02-18T10:24:22,True,False,False,,False,Wednesday,morning,2026-02-18T10:24:22
3f93d98a-0f70-4bbb-bb10-d461d5b51deb,2513183d-82cd-41be-ac22-47dde67ad660,,linkedin,outreach,End range trouble cost seven,2026-02-18T10:29:00,True,True,False,,False,Wednesday,morning,2026-02-18T10:29:00
0f508c92-f544-48a6-a2b3-e8b24c02bc6e,c04faf18-7819-4518-ae72-c5a7e63d2464,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,email,outreach,Trial gas cold offer idea,2026-02-18T10:31:40,False,False,False,,False,Wednesday,morning,2026-02-18T10:31:40
394a3eaa-4f5a-419c-9f31-6461866fad95,c04faf18-7819-4518-ae72-c5a7e63d2464,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,nurture,Gas part rather bill team vote,2026-02-18T10:22:44,False,False,False,,False,Wednesday,morning,2026-02-18T10:22:44
ebad59bd-d7d0-4cbd-a048-515365c383e3,8afaeaa9-bf09-423f-9298-c522d790a81d,006795e2-4b6e-4023-af2d-2ac26a25a70d,email,nurture,Represent hard agent position million what wear next administration,2026-02-18T10:18:48,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:48
b1bdbb8c-aef0-4026-84c6-c0ae70ca8e69,937e0de1-bfd1-4119-897a-fdd0e6efbdba,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,nurture,Significant expert energy account fill perhaps there throw,2026-02-18T10:26:07,True,False,False,,False,Wednesday,morning,2026-02-18T10:26:07
fe6bbba6-3d4d-435f-ba7e-1986b7ff7d44,28bf1ad4-82e4-49ce-903e-a423bf735eac,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,linkedin,demo_invite,Trial out close current strategy,2026-02-18T10:17:43,False,False,False,,False,Wednesday,morning,2026-02-18T10:17:43
f87eb9f5-efbb-491f-840d-0743e964bd98,d646ab0e-cb33-40d5-b5a3-c2d45f1e56c0,,email,follow_up,Door soldier beat hair house because family blue still,2026-02-18T10:26:34,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:34
76f46d89-5040-457b-bd3f-697d48a13b72,975a83f6-2641-46ab-a6ab-7ad45f002809,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,demo_invite,Describe community people Democrat information,2026-02-18T10:22:05,False,False,False,,False,Wednesday,morning,2026-02-18T10:22:05
7441baf4-b53c-412a-8f31-8ddc9b378b3a,242e05eb-fc64-4de6-9965-f8f11531175b,,linkedin,nurture,Draw international surface animal where,2026-02-18T10:33:05,True,True,False,,False,Wednesday,morning,2026-02-18T10:33:05
c1291694-ecde-427f-9509-2c303754a7da,2534cef9-bc79-4d76-b9b4-850015e700e2,1a4ee44a-a144-47da-8784-d2810ad17c12,linkedin,nurture,Recent poor board wear society,2026-02-18T10:24:15,True,False,False,,False,Wednesday,morning,2026-02-18T10:24:15
050cfbb1-e3f1-4fbd-a143-3540f561719f,5eef0823-9964-4882-8e25-6dbe81bf2272,1a4ee44a-a144-47da-8784-d2810ad17c12,linkedin,follow_up,Concern him more young receive model no,2026-02-18T10:16:23,True,True,False,,False,Wednesday,morning,2026-02-18T10:16:23
6c4e5c70-fa21-48ac-8333-5b27a66fe1ea,a107a062-6cbb-4e89-9434-8d7e2ea0d874,,email,demo_invite,According guess dog method newspaper short I three,2026-02-18T10:19:40,True,False,False,,False,Wednesday,morning,2026-02-18T10:19:40
0da905ae-4409-4fdd-97e0-c3325c16d86f,7f402f1a-9380-4c54-891e-2a7da8c409f5,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,linkedin,demo_invite,Speak speak into around foot significant media society last,2026-02-18T10:26:28,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:28
31cf9719-cb2d-4a4d-abdb-9f28bda350ec,36e415ae-989c-49af-8a73-49e9383f15be,7061005c-6aff-4e1a-8cfd-10839fe924b1,linkedin,nurture,Fear cold manage full front scientist,2026-02-18T10:30:16,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:16
971583f3-2610-4a74-98c7-0ad82237ac1b,c4a4d730-f3bc-4deb-b140-16dadc1db4b2,1a4ee44a-a144-47da-8784-d2810ad17c12,call,follow_up,,2026-02-18T10:24:43,False,False,False,,False,Wednesday,morning,2026-02-18T10:24:43
1837fb41-c1ee-4648-8fa2-10751007239e,dd7ba571-a2eb-4180-9c59-850d395cb37c,974e1eb3-06bc-46ae-af0b-d1ab164e22f9,linkedin,outreach,Instead hair term skin success explain maybe fight pass,2026-02-18T10:26:46,True,True,True,positive,False,Wednesday,morning,2026-02-18T10:26:46
5f4e48b6-ae7d-47c1-9750-88f0cadc499a,41811436-6b20-4f89-b427-efeead92a2f9,,email,demo_invite,Speech into forward carry,2026-02-18T10:19:14,True,False,False,,False,Wednesday,morning,2026-02-18T10:19:14
0f166719-35a9-472e-a79b-e6f122bd89d7,2dbee48d-003a-41a7-8bfc-ff570bf660d6,bc40415b-aaf0-4acd-97c3-67a937582d22,call,nurture,,2026-02-18T10:15:23,True,False,True,positive,False,Wednesday,morning,2026-02-18T10:15:23
d1d870cc-d330-4077-b130-04d5fef19551,5ac77e71-25c0-46dc-875f-fef9677e0df5,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,linkedin,follow_up,Choose fill police only,2026-02-18T10:16:31,True,False,False,,False,Wednesday,morning,2026-02-18T10:16:31
ea7e1324-5c7a-4a80-9bff-2a762da2bb09,7f71026c-4fc0-47fe-8789-15e1daf00063,2b36034e-bfd2-482f-bf40-2cf34dc09f2c,email,nurture,When capital theory third,2026-02-18T10:23:06,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:06
2fa8a68c-b5f0-4336-91f4-9e3b3e6b83fb,28bf1ad4-82e4-49ce-903e-a423bf735eac,006795e2-4b6e-4023-af2d-2ac26a25a70d,linkedin,nurture,Than attorney accept future almost daughter plan,2026-02-18T10:19:08,False,False,False,,False,Wednesday,morning,2026-02-18T10:19:08
87bc4da5-f82d-4f9d-b5e3-8bb2fa0f17bf,0687088c-54af-4719-a4c0-f86f37e553bc,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,nurture,Exist expect mind pay history,2026-02-18T10:21:24,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:24
933a7a63-95a4-488b-ab73-eccc1341473f,c04faf18-7819-4518-ae72-c5a7e63d2464,bc40415b-aaf0-4acd-97c3-67a937582d22,email,follow_up,Matter sure wrong develop large,2026-02-18T10:31:55,True,False,False,,False,Wednesday,morning,2026-02-18T10:31:55
3fbc389a-6ac3-419e-a751-e4b51e7eddf5,a7f65586-510d-48fe-be52-0c65333c673b,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,follow_up,,2026-02-18T10:30:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:14
f85b8729-d43c-4929-9f2e-b410e55a72f9,0a5c632d-3257-4478-bedf-182b09353445,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,email,follow_up,Change according hand middle school cold hard,2026-02-18T10:25:10,False,False,False,,False,Wednesday,morning,2026-02-18T10:25:10
cefd7035-4d38-4c6a-9a6d-749ad9fe916d,d269709b-e470-42eb-806c-09c67f82cc42,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,linkedin,demo_invite,Moment south common myself,2026-02-18T10:22:19,False,False,False,,False,Wednesday,morning,2026-02-18T10:22:19
fd91d916-8935-47f8-844d-8d0e75d93210,b0164465-d202-4bab-a68b-587c135f7d2c,1a4ee44a-a144-47da-8784-d2810ad17c12,email,outreach,Couple as customer century subject,2026-02-18T10:18:47,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:47
7a15cef1-ce89-405d-9fb9-ff16e0403649,4bb0d80e-0529-4b81-97c3-07b4be159619,1a4ee44a-a144-47da-8784-d2810ad17c12,linkedin,follow_up,Figure begin help account bed each energy civil response,2026-02-18T10:15:25,True,False,False,,False,Wednesday,morning,2026-02-18T10:15:25
ec1aa746-9bd2-4a67-b276-304bacb8cdb5,d4e61bc8-a7b6-4621-9282-5532b6296f61,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,nurture,,2026-02-18T10:30:59,True,False,False,,False,Wednesday,morning,2026-02-18T10:30:59
eaaa4061-6545-4c89-80c8-228e55c9d3e9,6947ac8c-fb84-4a7f-98f8-ab57c13d8af6,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,linkedin,follow_up,Mouth short identify relationship,2026-02-18T10:26:57,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:57
1d4541c3-92d8-452f-84ab-c713eb699786,fc126045-8557-4387-95d1-6f843806857c,1a4ee44a-a144-47da-8784-d2810ad17c12,call,nurture,,2026-02-18T10:30:44,True,False,False,,False,Wednesday,morning,2026-02-18T10:30:44
c171a736-7eaf-48f5-b570-f4940f51fac2,6cd2cb35-2988-4c69-8dd4-43df270846d1,22d9f58f-f817-4d18-8adb-7874946b77b2,email,follow_up,Tonight lose fly section guy,2026-02-18T10:21:13,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:13
ff48a51c-2a26-49ca-9a5b-598c0846eb07,1b617026-782f-4771-b9a3-5370cc345b33,974e1eb3-06bc-46ae-af0b-d1ab164e22f9,linkedin,outreach,Career choice number allow central bed staff talk,2026-02-18T10:24:15,True,False,False,,False,Wednesday,morning,2026-02-18T10:24:15
47ad9aa0-f0ba-4ab3-93b2-c6628e43327b,d453fd2c-e188-49cb-9a8c-06d365e6b0f4,006795e2-4b6e-4023-af2d-2ac26a25a70d,call,demo_invite,,2026-02-18T10:30:39,True,False,True,neutral,False,Wednesday,morning,2026-02-18T10:30:39
6529b0b4-4d02-4e53-9374-cb474f804262,5194e572-2976-414d-84d2-f9d392c8e5d0,9a1ab718-e83e-4a9d-b029-e46b6e5aa272,email,outreach,Drop bill apply than responsibility whether population compare lead,2026-02-18T10:28:14,True,False,False,,False,Wednesday,morning,2026-02-18T10:28:14
e82ebe73-0dc3-446f-86aa-8fedee54b9a6,92352b4d-927e-4bfb-a648-4dce4f4f28a6,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,demo_invite,Kitchen response describe north old,2026-02-18T10:22:31,False,False,False,,False,Wednesday,morning,2026-02-18T10:22:31
3cd1e0d2-68d1-4936-9e2b-078ec5e4848a,b5930863-67a9-4274-a8b6-f4db9f37d401,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,email,outreach,For common office note,2026-02-18T10:21:32,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:32
c4e0f957-30c8-4dcd-a131-e18b955bd778,3d9373ab-0996-4a9c-9c3c-e38c17d98f1f,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,call,demo_invite,,2026-02-18T10:22:29,True,False,True,negative,False,Wednesday,morning,2026-02-18T10:22:29
9b255d2c-1541-424f-a837-28d1c82af13c,2910f0e4-c650-4295-a51a-daf5ed2a48a3,3c122829-6145-48fb-8535-1ec0d2bd69bf,email,follow_up,Western run son price one,2026-02-18T10:29:14,False,False,False,,False,Wednesday,morning,2026-02-18T10:29:14
b666eac0-7bd9-439d-9210-d99ab27a4ce8,373c6489-fb4c-47ac-ac50-083fb3467dd0,d6544fc2-8b14-452c-814d-30e233d3a2ca,email,nurture,Network century to foot hair who,2026-02-18T10:25:31,False,False,False,,False,Wednesday,morning,2026-02-18T10:25:31
d9ce2005-ac0c-4dbc-816f-8de6f27c34aa,30352151-5e1f-4303-86ec-45724c9ae39f,3c122829-6145-48fb-8535-1ec0d2bd69bf,call,follow_up,,2026-02-18T10:22:07,True,False,False,,False,Wednesday,morning,2026-02-18T10:22:07
fe7c8398-5fd0-4cce-9409-6e991af7bddc,bcc88733-b1db-4470-8024-7542a622c7ac,,email,outreach,Vote environment business right leg season manage claim hotel,2026-02-18T10:26:06,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:06
f4958b0f-0ddc-4e40-b011-2c9412e953f0,bddd4969-79d8-490d-b190-dba3aeba894f,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,outreach,Number end effect specific,2026-02-18T10:23:37,True,True,False,,False,Wednesday,morning,2026-02-18T10:23:37
9f78c403-19ef-43d4-8d20-74dcb025caf7,28ab74f3-5b24-4d97-9370-06727dba7f9f,3c122829-6145-48fb-8535-1ec0d2bd69bf,linkedin,follow_up,Resource bring throw page summer old able number key,2026-02-18T10:32:11,True,False,False,,False,Wednesday,morning,2026-02-18T10:32:11
a48ba5f9-679c-496c-b4f7-3068d465ba25,3bb02112-2c4b-4a1b-b8c9-8ad17b91629e,,call,follow_up,,2026-02-18T10:20:42,True,False,False,,False,Wednesday,morning,2026-02-18T10:20:42
06bbb085-ba84-4617-8b8e-ecd3a2f435f0,d453fd2c-e188-49cb-9a8c-06d365e6b0f4,e2d2df1e-eac8-48d5-ad2d-1ae01d00f63e,email,demo_invite,East too life money marriage both make,2026-02-18T10:17:04,True,False,False,,False,Wednesday,morning,2026-02-18T10:17:04
4ba8111e-b8df-4ae3-a067-09bc456be9e8,bddd4969-79d8-490d-b190-dba3aeba894f,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,linkedin,follow_up,Often next trip drug chance,2026-02-18T10:26:20,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:20
4bd4ee5a-3b92-488f-8387-8437d0b189bc,468606ea-bf94-42b1-9d1a-d6cf0053ccd3,,email,nurture,Soldier however so television nature,2026-02-18T10:18:32,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:32
26d984a7-ed78-4bb4-b674-fb12587c90d2,2bd41d95-847d-418f-acf5-0784890d3078,bc40415b-aaf0-4acd-97c3-67a937582d22,linkedin,demo_invite,Third enter never paper,2026-02-18T10:21:05,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:05
6cbeeb03-3d67-4c5f-8390-5f88e772e59d,fc0488cd-c1bc-4625-ae02-c96d6a0d7777,974e1eb3-06bc-46ae-af0b-d1ab164e22f9,call,outreach,,2026-02-18T10:31:04,False,False,False,,False,Wednesday,morning,2026-02-18T10:31:04
5ad03663-ccc5-4c67-92b1-c486fe4d6bb0,2a08c159-f897-4fae-8765-881dee8a3155,,linkedin,outreach,Media notice glass decision science relate head method,2026-02-18T10:32:53,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:53
e386becb-ca0a-4b5c-bc64-74d8d1950a1c,cf82ec9b-7d00-41fb-abf3-c863986f8dc7,322a4b10-8855-4a18-a5fc-7e16ba182b82,linkedin,nurture,Pm hour article study seek young,2026-02-18T10:21:29,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:29
c3d8afe6-fede-4b9d-9249-135fd0dd64f2,9975bc00-963a-4d20-ad82-50eed8bdd72d,3c122829-6145-48fb-8535-1ec0d2bd69bf,email,demo_invite,Admit within door hold bank,2026-02-18T10:16:33,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:33
f58e3c9a-7cdb-4b41-ba86-bf03a59bd837,dbd4088c-efa2-429f-bdb0-299e1ec1af1a,5d378e94-0370-428e-8c72-74b9d3c47fbc,email,follow_up,Least get the west the,2026-02-18T10:26:07,True,False,False,,False,Wednesday,morning,2026-02-18T10:26:07
a3cecf31-0cee-4059-9220-8b5d4c1f46ce,60bd3fdc-aa4b-4471-ba1f-64354ae80ce2,1a4ee44a-a144-47da-8784-d2810ad17c12,call,follow_up,,2026-02-18T10:18:22,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:22
f9394ae0-9ec2-4001-bc82-ee1b48e8e9f2,d3ebaf8c-8e33-4218-9e8f-4523ed6a09f9,2b36034e-bfd2-482f-bf40-2cf34dc09f2c,email,follow_up,Poor cold unit walk see,2026-02-18T10:15:57,False,False,False,,False,Wednesday,morning,2026-02-18T10:15:57
02a7e708-6d93-4495-ac2f-ab4e1285e313,15c78bd6-dd17-4fad-9bdb-758401a65dce,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,linkedin,outreach,Field long president same,2026-02-18T10:16:00,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:00
952bbed3-89fa-43dc-85c3-653303cff69b,12af217e-2697-406b-ba64-ca0c52488a61,7061005c-6aff-4e1a-8cfd-10839fe924b1,email,follow_up,Partner cultural above indeed,2026-02-18T10:21:45,False,False,False,,False,Wednesday,morning,2026-02-18T10:21:45
edaa75c1-a3c4-412c-855e-844eb288979d,ac18cd61-0e79-40f7-a3a7-65b8357fc94a,435b608c-2d54-4d8e-aa90-6f9be8e0c3ce,linkedin,follow_up,Decision order behavior whose,2026-02-18T10:31:13,False,False,False,,False,Wednesday,morning,2026-02-18T10:31:13
d1535582-1978-48d4-b8a5-f658c2d1ce3a,e1bad1da-a66e-480b-8be7-2a2092bfeba9,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,linkedin,outreach,Any character charge debate brother rather red,2026-02-18T10:20:08,True,False,False,,False,Wednesday,morning,2026-02-18T10:20:08
17b87216-4cda-4def-ba86-274255fcad1f,f8c7814c-12e1-4558-86fe-a65a93eb89e8,,email,outreach,Level produce apply paper second become both,2026-02-18T10:30:53,False,False,False,,False,Wednesday,morning,2026-02-18T10:30:53
3190c2cc-7680-4909-b366-48c498f4fd2f,b23e4703-2d67-421e-9656-56145d928e1f,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,email,nurture,Can Congress building return land,2026-02-18T10:28:55,False,False,False,,False,Wednesday,morning,2026-02-18T10:28:55
fc9e728d-3782-40e8-97e9-78f2b09dc23f,c1e27c80-c001-4950-b51a-d91b4d82a5ed,c4454f3c-058b-4582-a1c6-7de6ad3b72c2,linkedin,follow_up,Service usually cup performance role already occur issue,2026-02-18T10:26:53,True,False,False,,False,Wednesday,morning,2026-02-18T10:26:53
69d38b34-4af2-475b-9fc2-b7d55c098461,0a5c632d-3257-4478-bedf-182b09353445,2b36034e-bfd2-482f-bf40-2cf34dc09f2c,email,demo_invite,Movie produce lay theory specific since,2026-02-18T10:26:41,False,False,False,,False,Wednesday,morning,2026-02-18T10:26:41
43a680f3-0269-4ec7-848d-27d75e052bd2,06bd6046-8201-4326-b0ca-071b554ba8a9,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,email,demo_invite,Share example beyond expect smile,2026-02-18T10:18:43,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:43
1076cb3c-1e28-4c8f-a51c-1ebeb4d9d7f3,75206621-cc7a-4598-86b0-be39404ac41a,bc40415b-aaf0-4acd-97c3-67a937582d22,call,follow_up,,2026-02-18T10:28:39,True,False,False,,False,Wednesday,morning,2026-02-18T10:28:39
6d6e0d87-9561-45d5-a0fe-ed16303672f9,fb6b27e2-9821-4fe8-8e5f-49a7fbd12f28,4c4b1dfd-47ae-463c-838d-dcb58efd2a9a,email,follow_up,Two teacher office force care,2026-02-18T10:33:05,True,True,False,,False,Wednesday,morning,2026-02-18T10:33:05
3a80862c-2f83-49cb-8d17-e09689d52a6e,a99aa110-011b-44ce-aa3a-5357ad801782,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,linkedin,follow_up,Can style option red happen whose return,2026-02-18T10:24:58,True,True,False,,False,Wednesday,morning,2026-02-18T10:24:58
931d8c08-5522-4f6f-8848-cbec0db4c381,9732f8ba-f19e-4560-8bc8-81db8bfe0f78,5774d807-4eeb-4a60-bdcf-7b222e8eb58a,call,demo_invite,,2026-02-18T10:17:26,False,False,False,,False,Wednesday,morning,2026-02-18T10:17:26
e0fbbeb2-661e-4428-9c5c-7aff0387cd94,15c78bd6-dd17-4fad-9bdb-758401a65dce,bc40415b-aaf0-4acd-97c3-67a937582d22,email,outreach,Resource notice generation single on statement,2026-02-18T10:15:13,False,False,False,,False,Wednesday,morning,2026-02-18T10:15:13
3860126a-018e-4cd1-94ae-c941b8c94ff6,b25570ce-1800-45dc-b390-3d95db4ad1c1,,email,demo_invite,Why budget every interest grow force,2026-02-18T10:18:30,False,False,False,,False,Wednesday,morning,2026-02-18T10:18:30
4c095cee-daff-4bca-99d7-9631f072413e,35948a3f-07af-4b25-ba01-0f71a5229998,22d9f58f-f817-4d18-8adb-7874946b77b2,email,follow_up,Film under deep agree walk thousand sing,2026-02-18T10:27:41,False,False,False,,False,Wednesday,morning,2026-02-18T10:27:41
b6380b3c-558f-4483-81f4-056640f552a3,ed3b37be-d2e7-4d8e-ab89-8112ab622ab6,22d9f58f-f817-4d18-8adb-7874946b77b2,email,follow_up,Wrong us institution gun class,2026-02-18T10:16:03,False,False,False,,False,Wednesday,morning,2026-02-18T10:16:03
c319eb0d-394e-4aeb-a895-55fa5d369794,e432447f-5c37-456c-91bc-d97c5d00d716,455ff4e3-87ef-4dc4-b2ff-f8b3bcb238b7,call,outreach,,2026-02-18T10:23:03,False,False,False,,False,Wednesday,morning,2026-02-18T10:23:03
54ecf4a8-77c4-498f-a59e-402446e6edb1,21690f78-3089-4e87-82a3-97e106af349b,006795e2-4b6e-4023-af2d-2ac26a25a70d,email,demo_invite,Art out article responsibility who issue,2026-02-18T10:32:04,False,False,False,,False,Wednesday,morning,2026-02-18T10:32:04
